Year,NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,City,County,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,Extended-Release Opioid Claims,Extended-Release Opioid Prescribing Rate
2016,1710940952,HARDY-SEAMONS,KATHRYN,84003,American Fork,Utah,UT,Midwife,22,0,0,0,
2015,1073531323,BRAITHWAITE,STEVEN,84003,American Fork,Utah,UT,Dentist,22,,,,
2016,1316016132,GREENWOOD,DALE,84003,American Fork,Utah,UT,Dentist,21,,,0,
2015,1316050081,MELENDEZ,TERRY,84003,American Fork,Utah,UT,Obstetrics/Gynecology,21,,,,
2015,1336241926,HOUGHTON,RICHARD,84003,American Fork,Utah,UT,Optometry,21,0,0,,
2016,1073531323,BRAITHWAITE,STEVEN,84003,American Fork,Utah,UT,Dentist,20,,,0,
2016,1326286774,NYMAN,LINDSAY,84003,American Fork,Utah,UT,Nurse Practitioner,20,,,0,
2015,1831106004,ANDERSON,JOHN,84003,American Fork,Utah,UT,Dentist,20,,,,
2015,1679501720,WILCOX,RYAN,84003,American Fork,Utah,UT,Pediatric Medicine,19,,,,
2016,1003874736,HEMMERT,WYNN,84003,American Fork,Utah,UT,Internal Medicine,18,0,0,0,
2016,1336450832,JONES,EVAN,84003,American Fork,Utah,UT,Obstetrics & Gynecology,18,0,0,0,
2016,1649364670,DAVIES,KENDELL,84003,American Fork,Utah,UT,Dentist,18,,,0,
2015,1477728343,HASKETT,SEAN,84003,American Fork,Utah,UT,Obstetrics/Gynecology,18,,,,
2016,1124121538,ROWLEY,STEVEN,84003,American Fork,Utah,UT,Otolaryngology,17,0,0,0,
2015,1275613150,MUIR,ERIC,84003,American Fork,Utah,UT,Dentist,17,,,,
2016,1235128349,BODEN,CARLENE,84003,American Fork,Utah,UT,Physician Assistant,16,,,0,
2016,1336241926,HOUGHTON,RICHARD,84003,American Fork,Utah,UT,Optometry,16,0,0,0,
2016,1619910684,HERAS,HEIDI,84003,American Fork,Utah,UT,Otolaryngology,16,0,0,0,
2015,1003872433,JONES,RYAN,84003,American Fork,Utah,UT,Obstetrics/Gynecology,16,0,0,,
2015,1326286774,NYMAN,LINDSAY,84003,American Fork,Utah,UT,Nurse Practitioner,16,,,,
2015,1487630588,WEAVER,STEVEN,84003,American Fork,Utah,UT,Optometry,16,0,0,,
2015,1548220148,WHITING,MICHAEL,84003,American Fork,Utah,UT,Pediatric Medicine,16,0,0,,
2016,1700244811,THUET,ALEXANDRA,84003,American Fork,Utah,UT,Physician Assistant,15,,,0,
2015,1477661379,AAGARD,ROBERT,84003,American Fork,Utah,UT,Obstetrics/Gynecology,15,,,,
2015,1992889836,GREENWOOD,BRANDON,84003,American Fork,Utah,UT,Dentist,15,,,,
2015,1750602611,SEARLE,BRYCE,84003,American Fork,Utah,UT,Dentist,14,,,,
2016,1114978863,TRACY,SCOTT,84003,American Fork,Utah,UT,Dentist,13,,,0,
2016,1750602611,SEARLE,BRYCE,84003,American Fork,Utah,UT,Dentist,13,,,0,
2015,1316016132,GREENWOOD,DALE,84003,American Fork,Utah,UT,Dentist,13,,,,
2015,1508874967,SCHOFIELD,NATALI,84003,American Fork,Utah,UT,Dentist,13,0,0,,
2016,1316050081,MELENDEZ,TERRY,84003,American Fork,Utah,UT,Obstetrics & Gynecology,12,,,0,
2016,1992882781,MEYERS,JONATHAN,84003,American Fork,Utah,UT,Anesthesiology,12,0,0,0,
2015,1619398021,LUNDBERG,BRYAN,84003,American Fork,Utah,UT,Physician Assistant,12,11,0.9167,,
2015,1619910684,HERAS,HEIDI,84003,American Fork,Utah,UT,Otolaryngology,12,0,0,,
2016,1417036583,MCMILLAN,CARL,84003,American Fork,Utah,UT,Dentist,11,,,0,
2015,1255377578,BATEMAN,JOSHUA,84003,American Fork,Utah,UT,Dentist,11,,,,
2015,1043217268,SMITH,ROGER,84713,Beaver,Beaver,UT,Family Practice,10461,860,0.0822,66,0.0767
2016,1043217268,SMITH,ROGER,84713,Beaver,Beaver,UT,Family Practice,9691,792,0.0817,74,0.0934
2016,1346245438,OAKDEN,RICHARD,84713,Beaver,Beaver,UT,Family Practice,6300,571,0.0906,19,0.0333
2015,1346245438,OAKDEN,RICHARD,84713,Beaver,Beaver,UT,Family Practice,6300,592,0.094,31,0.0524
2015,1295817708,SMITH,LANCE,84713,Beaver,Beaver,UT,Family Practice,3655,492,0.1346,53,0.1077
2016,1295817708,SMITH,LANCE,84713,Beaver,Beaver,UT,Family Practice,3595,459,0.1277,39,0.085
2016,1700881893,ROBINSON,BRYON,84713,Beaver,Beaver,UT,Family Practice,2000,189,0.0945,18,0.0952
2015,1700881893,ROBINSON,BRYON,84713,Beaver,Beaver,UT,Family Practice,1766,143,0.081,12,0.0839
2016,1972747269,CHENEY,LINDSAY,84713,Beaver,Beaver,UT,Nurse Practitioner,1646,191,0.116,11,0.0576
2016,1962438895,HOLLINGSHEAD,WADE,84713,Beaver,Beaver,UT,Nurse Practitioner,1558,202,0.1297,16,0.0792
2015,1962438895,HOLLINGSHEAD,WADE,84713,Beaver,Beaver,UT,Nurse Practitioner,1500,204,0.136,24,0.1176
2015,1972747269,CHENEY,LINDSAY,84713,Beaver,Beaver,UT,Nurse Practitioner,1391,171,0.1229,27,0.1579
2016,1568800209,SMITH,RHETT,84713,Beaver,Beaver,UT,Family Practice,1109,100,0.0902,0,0
2016,1841295938,HUSSEY,KENNETH,84713,Beaver,Beaver,UT,Physician Assistant,816,,,0,
2015,1952605370,HICKS,TRAVIS,84713,Beaver,Beaver,UT,Physician Assistant,767,122,0.1591,,
2015,1568800209,SMITH,RHETT,84713,Beaver,Beaver,UT,Family Practice,756,85,0.1124,,
2015,1841295938,HUSSEY,KENNETH,84713,Beaver,Beaver,UT,Physician Assistant,708,,,,
2016,1811399116,FAILS,REAGAN,84713,Beaver,Beaver,UT,Physician Assistant,686,149,0.2172,13,0.0872
2016,1952605370,HICKS,TRAVIS,84713,Beaver,Beaver,UT,Physician Assistant,546,83,0.152,,
2015,1811399116,FAILS,REAGAN,84713,Beaver,Beaver,UT,Physician Assistant,449,58,0.1292,,
2016,1528063617,MELLING,MITCHELL,84713,Beaver,Beaver,UT,Family Practice,294,12,0.0408,0,0
2015,1528063617,MELLING,MITCHELL,84713,Beaver,Beaver,UT,Family Practice,199,14,0.0704,,
2015,1518117167,MYNTTI,DAVID,84713,Beaver,Beaver,UT,Physician Assistant,197,23,0.1168,,
2016,1518117167,MYNTTI,DAVID,84713,Beaver,Beaver,UT,Physician Assistant,125,17,0.136,0,0
2015,1083755342,RASMUSSON,REBECCA,84713,Beaver,Beaver,UT,Nurse Practitioner,120,11,0.0917,,
2016,1083755342,RASMUSSON,REBECCA,84713,Beaver,Beaver,UT,Nurse Practitioner,95,,,0,
2015,1487772315,MYERS,DELMONT,84713,Beaver,Beaver,UT,Dentist,66,12,0.1818,,
2016,1487772315,MYERS,DELMONT,84713,Beaver,Beaver,UT,Dentist,41,,,0,
2016,1831285626,ALBRECHT,DAVID,84713,Beaver,Beaver,UT,Optometry,32,0,0,0,
2015,1831285626,ALBRECHT,DAVID,84713,Beaver,Beaver,UT,Optometry,26,0,0,,
2015,1942420229,HOWARD,DAVID,84713,Beaver,Beaver,UT,Dentist,24,,,,
2016,1942420229,HOWARD,DAVID,84713,Beaver,Beaver,UT,Dentist,21,,,0,
2015,1447351424,CHAPPELL,LELAND,84715,Bicknel,Wayne,UT,Family Practice,5215,639,0.1225,61,0.0955
2016,1447351424,CHAPPELL,LELAND,84715,Bicknel,Wayne,UT,Family Practice,4091,350,0.0856,37,0.1057
2015,1831387679,RECHTSTEINER,SHERREE,84715,Bicknel,Wayne,UT,Nurse Practitioner,1086,118,0.1087,,
2016,1831387679,RECHTSTEINER,SHERREE,84715,Bicknel,Wayne,UT,Nurse Practitioner,983,212,0.2157,,
2016,1861874687,SNEDEGER,ZACHARY,84715,Bicknel,Wayne,UT,Physician Assistant,797,39,0.0489,0,0
2015,1861874687,SNEDEGER,ZACHARY,84715,Bicknel,Wayne,UT,Physician Assistant,161,,,,
2016,1972726859,ANDERSEN,W. SCOTT,84715,Bicknel,Wayne,UT,Dentist,152,35,0.2303,0,0
2016,1770039356,WHITE,RYAN,84715,Bicknel,Wayne,UT,Nurse Practitioner,139,14,0.1007,0,0
2015,1972726859,ANDERSEN,W. SCOTT,84715,Bicknel,Wayne,UT,Dentist,123,15,0.122,,
2016,1750525630,STILSON,JAY,84715,Bicknel,Wayne,UT,Dentist,11,,,0,
2015,1932102514,JONES,LLOYD,84511,Blanding,San Juan,UT,Family Practice,5151,253,0.0491,,
2016,1932102514,JONES,LLOYD,84511,Blanding,San Juan,UT,Family Practice,5057,195,0.0386,,
2016,1235214289,FAIRLEY,KIMBERLY,84511,Blanding,San Juan,UT,Family Practice,2623,304,0.1159,54,0.1776
2015,1235214289,FAIRLEY,KIMBERLY,84511,Blanding,San Juan,UT,Family Practice,2335,265,0.1135,56,0.2113
2016,1356636443,PINCOCK,RUSSELL,84511,Blanding,San Juan,UT,Nurse Practitioner,2144,135,0.063,15,0.1111
2015,1356636443,PINCOCK,RUSSELL,84511,Blanding,San Juan,UT,Nurse Practitioner,1636,126,0.077,,
2016,1447253091,LYMAN,MICHELE,84511,Blanding,San Juan,UT,Physician Assistant,1377,127,0.0922,0,0
2015,1700878949,FISHER,MAHANA,84511,Blanding,San Juan,UT,Family Practice,1370,254,0.1854,50,0.1969
2016,1700878949,FISHER,MAHANA,84511,Blanding,San Juan,UT,Family Practice,1327,242,0.1824,49,0.2025
2016,1932351541,TALKER,REVINA,84511,Blanding,San Juan,UT,Physician Assistant,1235,104,0.0842,,
2015,1447253091,LYMAN,MICHELE,84511,Blanding,San Juan,UT,Physician Assistant,1227,121,0.0986,,
2015,1932351541,TALKER,REVINA,84511,Blanding,San Juan,UT,Physician Assistant,1078,105,0.0974,,
2016,1780623595,KIRK,RONALD,84511,Blanding,San Juan,UT,Optometry,287,0,0,0,
2015,1780623595,KIRK,RONALD,84511,Blanding,San Juan,UT,Optometry,280,0,0,,
2016,1558364125,NIELSON,NORMAN,84511,Blanding,San Juan,UT,Emergency Medicine,182,42,0.2308,0,0
2015,1558364125,NIELSON,NORMAN,84511,Blanding,San Juan,UT,Emergency Medicine,151,41,0.2715,,
2015,1265606297,MACDONALD,PAUL,84511,Blanding,San Juan,UT,Dentist,49,11,0.2245,,
2016,1265606297,MACDONALD,PAUL,84511,Blanding,San Juan,UT,Dentist,44,16,0.3636,0,0
2015,1225189723,JOHANSEN,BRENT,84511,Blanding,San Juan,UT,Dentist,24,0,0,,
2016,1225189723,JOHANSEN,BRENT,84511,Blanding,San Juan,UT,Dentist,16,0,0,0,
2016,1356373500,HARRISON,REID,84065,Bluffdale,Salt Lake,UT,Internal Medicine,6533,145,0.0222,,
2015,1730286287,SRINIVASAN,BHARANI,84065,Bluffdale,Salt Lake,UT,Internal Medicine,6398,324,0.0506,36,0.1111
2016,1730286287,SRINIVASAN,BHARANI,84065,Bluffdale,Salt Lake,UT,Internal Medicine,6172,317,0.0514,40,0.1262
2015,1356373500,HARRISON,REID,84065,Bluffdale,Salt Lake,UT,Internal Medicine,6083,163,0.0268,,
2016,1174510044,ALLRED,DON,84065,Bluffdale,Salt Lake,UT,Family Practice,4533,342,0.0754,23,0.0673
2015,1174510044,ALLRED,DON,84065,Bluffdale,Salt Lake,UT,Family Practice,4473,331,0.074,22,0.0665
2016,1831186717,THOMPSON,DANIEL,84065,Bluffdale,Salt Lake,UT,Family Practice,3501,253,0.0723,15,0.0593
2015,1831186717,THOMPSON,DANIEL,84065,Bluffdale,Salt Lake,UT,Family Practice,3376,245,0.0726,23,0.0939
2015,1740301837,ROWLEY,MARCELLA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,3187,169,0.053,,
2016,1740301837,ROWLEY,MARCELLA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,2796,173,0.0619,,
2016,1093730467,DEVENPORT,STEPHEN,84065,Bluffdale,Salt Lake,UT,Family Practice,2739,177,0.0646,14,0.0791
2016,1972559557,DAYNES,GREGORY,84065,Bluffdale,Salt Lake,UT,Family Practice,2413,34,0.0141,0,0
2016,1659329449,WORKMAN,DAVID,84065,Bluffdale,Salt Lake,UT,Geriatric Medicine,2360,212,0.0898,12,0.0566
2015,1740529973,CHRISS,SHAUNA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,2322,147,0.0633,22,0.1497
2015,1972559557,DAYNES,GREGORY,84065,Bluffdale,Salt Lake,UT,Family Practice,2200,30,0.0136,,
2015,1659329449,WORKMAN,DAVID,84065,Bluffdale,Salt Lake,UT,Geriatric Medicine,2144,225,0.1049,17,0.0756
2015,1093730467,DEVENPORT,STEPHEN,84065,Bluffdale,Salt Lake,UT,Family Practice,2139,122,0.057,,
2015,1689623852,KARNAM,UMAPRASANNA,84065,Bluffdale,Salt Lake,UT,Gastroenterology,1732,12,0.0069,,
2016,1497794960,PETERSON,MICHAEL,84065,Bluffdale,Salt Lake,UT,Family Practice,1691,67,0.0396,0,0
2016,1457656886,WARNER,ELISABETH,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,1665,0,0,0,
2016,1689623852,KARNAM,UMAPRASANNA,84065,Bluffdale,Salt Lake,UT,Gastroenterology,1619,,,0,
2015,1558355313,OUTTRIM,REX,84065,Bluffdale,Salt Lake,UT,Cardiology,1452,,,,
2015,1497794960,PETERSON,MICHAEL,84065,Bluffdale,Salt Lake,UT,Family Practice,1431,57,0.0398,,
2016,1558355313,OUTTRIM,REX,84065,Bluffdale,Salt Lake,UT,Cardiovascular Disease (Cardiology),1372,0,0,0,
2016,1508853557,JENSON,REBECCA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,1335,32,0.024,0,0
2016,1386775682,DOXEY,BRETT,84065,Bluffdale,Salt Lake,UT,Gastroenterology,1214,,,0,
2015,1841267309,NAVARRO,BENNETT,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,1211,415,0.3427,60,0.1446
2016,1063596401,WILLIAMS,ROBERT,84065,Bluffdale,Salt Lake,UT,Family Practice,1193,49,0.0411,0,0
2015,1386775682,DOXEY,BRETT,84065,Bluffdale,Salt Lake,UT,Gastroenterology,1146,,,,
2015,1508853557,JENSON,REBECCA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,1073,48,0.0447,,
2016,1619187416,PARKER,JANA,84065,Bluffdale,Salt Lake,UT,Dermatology,1054,18,0.0171,0,0
2015,1063596401,WILLIAMS,ROBERT,84065,Bluffdale,Salt Lake,UT,Family Practice,975,38,0.039,,
2016,1932469459,CHRISTENSEN,BENJAMIN,84065,Bluffdale,Salt Lake,UT,Family Practice,958,25,0.0261,0,0
2015,1619187416,PARKER,JANA,84065,Bluffdale,Salt Lake,UT,Dermatology,885,,,,
2016,1841267309,NAVARRO,BENNETT,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,773,155,0.2005,12,0.0774
2015,1932469459,CHRISTENSEN,BENJAMIN,84065,Bluffdale,Salt Lake,UT,Family Practice,733,30,0.0409,,
2016,1194122788,YOUNG,DIANE,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,591,14,0.0237,0,0
2016,1053576504,LARSON,KIRT,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,561,14,0.025,0,0
2016,1508175563,SESTAK,MICHELLE,84065,Bluffdale,Salt Lake,UT,Physician Assistant,525,18,0.0343,0,0
2016,1750355624,CAPENER,JOHN,84065,Bluffdale,Salt Lake,UT,Gastroenterology,460,,,0,
2016,1720264237,MOUNTFORD,ROBIN,84065,Bluffdale,Salt Lake,UT,Physician Assistant,394,,,0,
2015,1750355624,CAPENER,JOHN,84065,Bluffdale,Salt Lake,UT,Gastroenterology,393,0,0,,
2015,1053576504,LARSON,KIRT,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,390,,,,
2016,1588777403,SWAPP,BRYAN,84065,Bluffdale,Salt Lake,UT,Family Practice,388,19,0.049,0,0
2016,1407055833,GILBERT,KEVIN,84065,Bluffdale,Salt Lake,UT,Otolaryngology,337,,,0,
2015,1720264237,MOUNTFORD,ROBIN,84065,Bluffdale,Salt Lake,UT,Physician Assistant,335,13,0.0388,,
2015,1588777403,SWAPP,BRYAN,84065,Bluffdale,Salt Lake,UT,Family Practice,334,12,0.0359,,
2015,1508811167,TAYLOR,C,84065,Bluffdale,Salt Lake,UT,Allergy/Immunology,291,0,0,,
2016,1508811167,TAYLOR,C,84065,Bluffdale,Salt Lake,UT,Allergy/ Immunology,290,,,0,
2016,1508096843,ALLEN,ERIC,84065,Bluffdale,Salt Lake,UT,Internal Medicine,281,19,0.0676,,
2015,1407055833,GILBERT,KEVIN,84065,Bluffdale,Salt Lake,UT,Otolaryngology,260,,,,
2015,1508175563,SESTAK,MICHELLE,84065,Bluffdale,Salt Lake,UT,Physician Assistant,253,,,,
2016,1356679641,HAIGHT,REGAN,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,244,0,0,0,
2016,1740529973,CHRISS,SHAUNA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,243,0,0,0,
2015,1194122788,YOUNG,DIANE,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,212,18,0.0849,,
2015,1568763159,VIS,CHRISTOPHER,84065,Bluffdale,Salt Lake,UT,Physician Assistant,208,49,0.2356,,
2016,1952459794,FURUTA,DAVID,84065,Bluffdale,Salt Lake,UT,Physician Assistant,207,11,0.0531,0,0
2016,1063882272,FRAMPTON,GABRIEL,84065,Bluffdale,Salt Lake,UT,Physician Assistant,196,15,0.0765,0,0
2016,1093820706,BRINTON,DAVID,84065,Bluffdale,Salt Lake,UT,Sports Medicine,184,111,0.6033,0,0
2015,1134307499,PATTEN,RICHARD,84065,Bluffdale,Salt Lake,UT,Internal Medicine,184,14,0.0761,,
2016,1417393661,LARSON,KATHERINE,84065,Bluffdale,Salt Lake,UT,Internal Medicine,179,29,0.162,,
2015,1417393661,LARSON,KATHERINE,84065,Bluffdale,Salt Lake,UT,Internal Medicine,171,28,0.1637,,
2015,1093820706,BRINTON,DAVID,84065,Bluffdale,Salt Lake,UT,Sports Medicine,154,94,0.6104,,
2016,1134307499,PATTEN,RICHARD,84065,Bluffdale,Salt Lake,UT,Internal Medicine,139,,,0,
2016,1841557469,ABRAMS,SVETLANA,84065,Bluffdale,Salt Lake,UT,Physical Medicine and Rehabilitation,137,49,0.3577,,
2016,1740409853,DAY,JOHN,84065,Bluffdale,Salt Lake,UT,Dentist,134,36,0.2687,0,0
2015,1356679641,HAIGHT,REGAN,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,134,0,0,,
2015,1396149274,SMITH,MICHELLE,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,131,0,0,,
2015,1225024961,MURDOCK,CABOT,84065,Bluffdale,Salt Lake,UT,General Surgery,127,50,0.3937,,
2016,1558634915,MCDONALD,TRAVIS,84065,Bluffdale,Salt Lake,UT,Family Practice,122,,,0,
2016,1568763159,VIS,CHRISTOPHER,84065,Bluffdale,Salt Lake,UT,Physician Assistant,119,23,0.1933,0,0
2016,1528217841,BERRETT,CHRIS,84065,Bluffdale,Salt Lake,UT,Emergency Medicine,108,36,0.3333,0,0
2015,1528217841,BERRETT,CHRIS,84065,Bluffdale,Salt Lake,UT,Emergency Medicine,107,34,0.3178,,
2016,1679967327,STEVENS,JESSICA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,98,15,0.1531,,
2016,1225024961,MURDOCK,CABOT,84065,Bluffdale,Salt Lake,UT,General Surgery,90,43,0.4778,0,0
2016,1275629115,HANZON,JEFFREY,84065,Bluffdale,Salt Lake,UT,Dentist,90,,,0,
2015,1326231937,CLAYTON,JOHN,84065,Bluffdale,Salt Lake,UT,Plastic and Reconstructive Surgery,89,38,0.427,,
2015,1508096843,ALLEN,ERIC,84065,Bluffdale,Salt Lake,UT,Internal Medicine,85,18,0.2118,,
2016,1326231937,CLAYTON,JOHN,84065,Bluffdale,Salt Lake,UT,Plastic and Reconstructive Surgery,76,25,0.3289,0,0
2016,1023140639,KLIMES,LINDSAY,84065,Bluffdale,Salt Lake,UT,Family Practice,72,,,0,
2015,1275629115,HANZON,JEFFREY,84065,Bluffdale,Salt Lake,UT,Dentist,72,,,,
2016,1780098319,LABRUM,TREVOR,84065,Bluffdale,Salt Lake,UT,Dentist,64,13,0.2031,0,0
2015,1659433803,PUGH,BYRON,84065,Bluffdale,Salt Lake,UT,Dentist,64,,,,
2015,1740409853,DAY,JOHN,84065,Bluffdale,Salt Lake,UT,Dentist,63,16,0.254,,
2016,1720121700,TREMAYNE,GARY,84065,Bluffdale,Salt Lake,UT,Optometry,62,0,0,0,
2015,1013926872,GARDNER,JOHNATHAN,84065,Bluffdale,Salt Lake,UT,Dentist,62,,,,
2015,1811082753,STARK,JOHN,84065,Bluffdale,Salt Lake,UT,Dentist,60,12,0.2,,
2016,1013926872,GARDNER,JOHNATHAN,84065,Bluffdale,Salt Lake,UT,Dentist,59,19,0.322,0,0
2015,1124101928,NOH,BONG,84065,Bluffdale,Salt Lake,UT,Dentist,57,17,0.2982,,
2016,1518265750,STUART,BARBARA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,52,0,0,0,
2015,1417369984,BUTTERFIELD,BRET,84065,Bluffdale,Salt Lake,UT,Optometry,52,0,0,,
2016,1396149274,SMITH,MICHELLE,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,50,,,0,
2016,1558578310,YEAGER,KEVIN,84065,Bluffdale,Salt Lake,UT,Dentist,47,,,0,
2015,1558578310,YEAGER,KEVIN,84065,Bluffdale,Salt Lake,UT,Dentist,47,,,,
2016,1659433803,PUGH,BYRON,84065,Bluffdale,Salt Lake,UT,Dentist,45,,,0,
2016,1811082753,STARK,JOHN,84065,Bluffdale,Salt Lake,UT,Dentist,45,,,0,
2015,1417068313,ENGLAND,EDWIN,84065,Bluffdale,Salt Lake,UT,Obstetrics/Gynecology,44,,,,
2016,1417369984,BUTTERFIELD,BRET,84065,Bluffdale,Salt Lake,UT,Optometry,43,0,0,0,
2015,1558634915,MCDONALD,TRAVIS,84065,Bluffdale,Salt Lake,UT,Family Practice,41,,,,
2016,1073621611,BOWMAN,JANE,84065,Bluffdale,Salt Lake,UT,Obstetrics & Gynecology,39,,,0,
2016,1699711390,LLOYD,JON,84065,Bluffdale,Salt Lake,UT,Dentist,39,,,0,
2016,1174880249,MCAFFEE,RYAN,84065,Bluffdale,Salt Lake,UT,Dentist,36,11,0.3056,0,0
2016,1417068313,ENGLAND,EDWIN,84065,Bluffdale,Salt Lake,UT,Obstetrics & Gynecology,36,,,0,
2016,1407021819,BROWN,WAYNE,84065,Bluffdale,Salt Lake,UT,Dentist,35,,,0,
2016,1609052497,BABCOCK,DAVID,84065,Bluffdale,Salt Lake,UT,Dentist,35,,,0,
2015,1609052497,BABCOCK,DAVID,84065,Bluffdale,Salt Lake,UT,Dentist,34,13,0.3824,,
2016,1861713679,DOCKTER,ERIC,84065,Bluffdale,Salt Lake,UT,Orthopedic Surgery,32,23,0.7188,0,0
2016,1225394984,TYLER,LYNDON,84065,Bluffdale,Salt Lake,UT,Ophthalmology,31,0,0,0,
2016,1487970737,CHUNG,ALICE,84065,Bluffdale,Salt Lake,UT,General Surgery,30,13,0.4333,0,0
2015,1225394984,TYLER,LYNDON,84065,Bluffdale,Salt Lake,UT,Ophthalmology,30,0,0,,
2015,1699711390,LLOYD,JON,84065,Bluffdale,Salt Lake,UT,Dentist,30,,,,
2016,1124101928,NOH,BONG,84065,Bluffdale,Salt Lake,UT,Dentist,29,,,0,
2015,1063882272,FRAMPTON,GABRIEL,84065,Bluffdale,Salt Lake,UT,Physician Assistant,29,,,,
2015,1073621611,BOWMAN,JANE,84065,Bluffdale,Salt Lake,UT,Obstetrics/Gynecology,29,,,,
2015,1407021819,BROWN,WAYNE,84065,Bluffdale,Salt Lake,UT,Dentist,28,,,,
2016,1629001474,JOHNSON,JODIE,84065,Bluffdale,Salt Lake,UT,Optometry,27,0,0,0,
2015,1952459794,FURUTA,DAVID,84065,Bluffdale,Salt Lake,UT,Physician Assistant,26,,,,
2015,1518265750,STUART,BARBARA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,25,0,0,,
2015,1982965034,BLACK,KRISTEN,84065,Bluffdale,Salt Lake,UT,Obstetrics/Gynecology,25,11,0.44,,
2016,1780884353,THOMPSON,JEREMY,84065,Bluffdale,Salt Lake,UT,Dentist,24,0,0,0,
2016,1679708325,NELSON,RAECHEL,84065,Bluffdale,Salt Lake,UT,Dentist,22,,,0,
2015,1003121799,GARVEY,TIMOTHY,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,20,0,0,,
2016,1366640864,MORITA,DENISE,84065,Bluffdale,Salt Lake,UT,Neurology,19,0,0,0,
2015,1174880249,MCAFFEE,RYAN,84065,Bluffdale,Salt Lake,UT,Dentist,19,,,,
2015,1598905929,PETERSON,JOHN,84065,Bluffdale,Salt Lake,UT,Dentist,19,,,,
2016,1598905929,PETERSON,JOHN,84065,Bluffdale,Salt Lake,UT,Dentist,18,,,0,
2015,1306066659,HOWARTH,JOEL,84065,Bluffdale,Salt Lake,UT,Dentist,17,,,,
2015,1679967327,STEVENS,JESSICA,84065,Bluffdale,Salt Lake,UT,Nurse Practitioner,17,,,,
2015,1780098319,LABRUM,TREVOR,84065,Bluffdale,Salt Lake,UT,Dentist,16,,,,
2015,1497016125,JUDD,ANGELA,84065,Bluffdale,Salt Lake,UT,Obstetrics/Gynecology,15,,,,
2016,1326141508,JACOBSEN,DARREN,84065,Bluffdale,Salt Lake,UT,Anesthesiology,13,0,0,0,
2015,1326141508,JACOBSEN,DARREN,84065,Bluffdale,Salt Lake,UT,Anesthesiology,13,0,0,,
2015,1780884353,THOMPSON,JEREMY,84065,Bluffdale,Salt Lake,UT,Dentist,13,0,0,,
2016,1902015118,BROMLEY,JOSEPH,84065,Bluffdale,Salt Lake,UT,Dentist,12,0,0,0,
2015,1366421729,WARREN,STEVEN,84010,Bountiful,Davis,UT,Family Practice,20348,578,0.0284,56,0.0969
2015,1972602910,SOUTHWORTH,SCOTT,84010,Bountiful,Davis,UT,Internal Medicine,16074,808,0.0503,67,0.0829
2015,1538179247,TUCKER,STEPHEN,84010,Bountiful,Davis,UT,Internal Medicine,15835,918,0.058,73,0.0795
2015,1710996707,JENSEN,JOSEPH,84010,Bountiful,Davis,UT,Internal Medicine,11830,395,0.0334,40,0.1013
2016,1710996707,JENSEN,JOSEPH,84010,Bountiful,Davis,UT,Internal Medicine,11290,386,0.0342,59,0.1528
2015,1073671442,CHRISTIAN,GRANT,84010,Bountiful,Davis,UT,Internal Medicine,11157,256,0.0229,,
2016,1073671442,CHRISTIAN,GRANT,84010,Bountiful,Davis,UT,Internal Medicine,10440,223,0.0214,0,0
2016,1750320552,HORSLEY,DAVID,84010,Bountiful,Davis,UT,Internal Medicine,9239,439,0.0475,44,0.1002
2016,1073798377,WILLIAMS,TYLER,84010,Bountiful,Davis,UT,Internal Medicine,9127,380,0.0416,11,0.0289
2016,1861717837,BICKEL,TYLER,84010,Bountiful,Davis,UT,Internal Medicine,9119,465,0.051,23,0.0495
2016,1538179247,TUCKER,STEPHEN,84010,Bountiful,Davis,UT,Internal Medicine,8953,386,0.0431,21,0.0544
2016,1043273386,WARD,RAYMOND,84010,Bountiful,Davis,UT,Family Practice,8439,268,0.0318,,
2016,1366421729,WARREN,STEVEN,84010,Bountiful,Davis,UT,Family Practice,8418,426,0.0506,70,0.1643
2015,1073798377,WILLIAMS,TYLER,84010,Bountiful,Davis,UT,Internal Medicine,8404,397,0.0472,14,0.0353
